MajorEquipment,emitterModelFactorTag,factorTag,Emitter,activityDistribution,emissionDriver,notes,correctFactors,Unnamed: 8
Compressors,Dry_seal_large_emitter,50_PS2,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef,no,
Compressors,Comp_emp_dry_seal_vent,50_PS2,EmpiricalFlowProduction,,Midstream/TS/EmissionsData/TS_EF_Centrifugal DrySealVent (OP).csv,ts,no,
Compressors,Rod_packing_large_emitter,50_PS2,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef,no,
Compressors,Comp_wet_seal_large_emitter,50_PS2,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef,no,
Compressors,Comp_emp_wet_seal_vent,50_PS2,EmpiricalFlowProduction,,Midstream/TS/EmissionsData/TS_EF_Centrifugal WetSealVent (OP).csv,ts,no,
Compressors,Comp_single_unit_vent_large_emitter,50_PS2,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Single-Unit Vent Large Emitter.csv,gef,no,
Compressors,Comp_single_unit_vent_leak,50_PS2,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Common Single-Unit Vent.csv,gef,no,
Compressors,Comp_starter_vent_leak,50_PS2,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Starter Vent.csv,gef,no,
,,,,,,,,
Compressors,Comp_blowdown,100_PS2,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS2_VV_100_HP_Stage2_ScaledEFBlowdown.csv,gef_scaled,yes,
Compressors,Rod_packing_vent_nod,100_PS2,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS2_VV_100_HP_Stage2_ScaledEFRodPackingNOD.csv,gef_scaled,yes,
Compressors,Rod_packing_vent_nop,100_PS2,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS2_VV_100_HP_Stage2_ScaledEFRodPackingNOP.csv,gef_scaled,yes,
Compressors,Rod_packing_vent_op,100_PS2,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS2_VV_100_HP_Stage2_ScaledEFRodPackingOP.csv,gef_scaled,yes,
Compressors,Blowdown_event,100_PS2,EmpiricalFlowImmediateProduction,,,,no,
Compressors,Comp_component_leak,100_PS2,LeakProduction,20,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Component.csv,gef,no,
Compressors,Comp_pneumatic,100_PS2,PneumaticEmitterProduction,Common/Allen/Rocky Mountain/Allen_RM_ALLPNM_AF.csv,Common/Allen/Rocky Mountain/Allen_RM_ALLPNM_EF.csv,allen,no,
Compressors,Dry_seal_large_emitter,100_PS2,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef,no,
Compressors,Comp_emp_dry_seal_vent,100_PS2,EmpiricalFlowProduction,,Midstream/TS/EmissionsData/TS_EF_Centrifugal DrySealVent (OP).csv,ts,no,
Compressors,Rod_packing_large_emitter,100_PS2,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef,no,
Compressors,Comp_wet_seal_large_emitter,100_PS2,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef,no,
Compressors,Comp_emp_wet_seal_vent,100_PS2,EmpiricalFlowProduction,,Midstream/TS/EmissionsData/TS_EF_Centrifugal WetSealVent (OP).csv,ts,no,
Compressors,Comp_single_unit_vent_large_emitter,100_PS2,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Single-Unit Vent Large Emitter.csv,gef,no,
Compressors,Comp_single_unit_vent_leak,100_PS2,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Common Single-Unit Vent.csv,gef,no,
Compressors,Comp_starter_vent_leak,100_PS2,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Starter Vent.csv,gef,no,
,,,,,,,,
Compressors,Comp_blowdown,150_PS2,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS2_VV_150_HP_Stage2_ScaledEFBlowdown.csv,gef_scaled,yes,
Compressors,Rod_packing_vent_nod,150_PS2,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS2_VV_150_HP_Stage2_ScaledEFRodPackingNOD.csv,gef_scaled,yes,
Compressors,Rod_packing_vent_nop,150_PS2,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS2_VV_150_HP_Stage2_ScaledEFRodPackingNOP.csv,gef_scaled,yes,
Compressors,Rod_packing_vent_op,150_PS2,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS2_VV_150_HP_Stage2_ScaledEFRodPackingOP.csv,gef_scaled,yes,
Compressors,Blowdown_event,150_PS2,EmpiricalFlowImmediateProduction,,,,no,
Compressors,Comp_component_leak,150_PS2,LeakProduction,20,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Component.csv,gef,no,
Compressors,Comp_pneumatic,150_PS2,PneumaticEmitterProduction,Common/Allen/Rocky Mountain/Allen_RM_ALLPNM_AF.csv,Common/Allen/Rocky Mountain/Allen_RM_ALLPNM_EF.csv,allen,no,
Compressors,Dry_seal_large_emitter,150_PS2,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef,no,
Compressors,Comp_emp_dry_seal_vent,150_PS2,EmpiricalFlowProduction,,Midstream/TS/EmissionsData/TS_EF_Centrifugal DrySealVent (OP).csv,ts,no,
Compressors,Rod_packing_large_emitter,150_PS2,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef,no,
Compressors,Comp_wet_seal_large_emitter,150_PS2,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef,no,
Compressors,Comp_emp_wet_seal_vent,150_PS2,EmpiricalFlowProduction,,Midstream/TS/EmissionsData/TS_EF_Centrifugal WetSealVent (OP).csv,ts,no,
Compressors,Comp_single_unit_vent_large_emitter,150_PS2,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Single-Unit Vent Large Emitter.csv,gef,no,
Compressors,Comp_single_unit_vent_leak,150_PS2,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Common Single-Unit Vent.csv,gef,no,
Compressors,Comp_starter_vent_leak,150_PS2,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Starter Vent.csv,gef,no,
,,,,,,,,
Compressors,Comp_blowdown,200_PS2,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS2_VV_200_HP_Stage2_ScaledEFBlowdown.csv,gef_scaled,yes,
Compressors,Rod_packing_vent_nod,200_PS2,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS2_VV_200_HP_Stage2_ScaledEFRodPackingNOD.csv,gef_scaled,yes,
Compressors,Rod_packing_vent_nop,200_PS2,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS2_VV_200_HP_Stage2_ScaledEFRodPackingNOP.csv,gef_scaled,yes,
Compressors,Rod_packing_vent_op,200_PS2,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS2_VV_200_HP_Stage2_ScaledEFRodPackingOP.csv,gef_scaled,yes,
Compressors,Blowdown_event,200_PS2,EmpiricalFlowImmediateProduction,,,,no,
Compressors,Comp_component_leak,200_PS2,LeakProduction,20,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Component.csv,gef,no,
Compressors,Comp_pneumatic,200_PS2,PneumaticEmitterProduction,Common/Allen/Rocky Mountain/Allen_RM_ALLPNM_AF.csv,Common/Allen/Rocky Mountain/Allen_RM_ALLPNM_EF.csv,allen,no,
Compressors,Dry_seal_large_emitter,200_PS2,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef,no,
Compressors,Comp_emp_dry_seal_vent,200_PS2,EmpiricalFlowProduction,,Midstream/TS/EmissionsData/TS_EF_Centrifugal DrySealVent (OP).csv,ts,no,
Compressors,Rod_packing_large_emitter,200_PS2,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef,no,
Compressors,Comp_wet_seal_large_emitter,200_PS2,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef,no,
Compressors,Comp_emp_wet_seal_vent,200_PS2,EmpiricalFlowProduction,,Midstream/TS/EmissionsData/TS_EF_Centrifugal WetSealVent (OP).csv,ts,no,
Compressors,Comp_single_unit_vent_large_emitter,200_PS2,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Single-Unit Vent Large Emitter.csv,gef,no,
Compressors,Comp_single_unit_vent_leak,200_PS2,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Common Single-Unit Vent.csv,gef,no,
Compressors,Comp_starter_vent_leak,200_PS2,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Starter Vent.csv,gef,no,
,,,,,,,,
Compressors,Comp_blowdown,250_PS2,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS2_VV_250_HP_Stage2_ScaledEFBlowdown.csv,gef_scaled,yes,
Compressors,Rod_packing_vent_nod,250_PS2,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS2_VV_250_HP_Stage2_ScaledEFRodPackingNOD.csv,gef_scaled,yes,
Compressors,Rod_packing_vent_nop,250_PS2,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS2_VV_250_HP_Stage2_ScaledEFRodPackingNOP.csv,gef_scaled,yes,
Compressors,Rod_packing_vent_op,250_PS2,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS2_VV_250_HP_Stage2_ScaledEFRodPackingOP.csv,gef_scaled,yes,
Compressors,Blowdown_event,250_PS2,EmpiricalFlowImmediateProduction,,,,no,
Compressors,Comp_component_leak,250_PS2,LeakProduction,20,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Component.csv,gef,no,
Compressors,Comp_pneumatic,250_PS2,PneumaticEmitterProduction,Common/Allen/Rocky Mountain/Allen_RM_ALLPNM_AF.csv,Common/Allen/Rocky Mountain/Allen_RM_ALLPNM_EF.csv,allen,no,
Compressors,Dry_seal_large_emitter,250_PS2,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef,no,
Compressors,Comp_emp_dry_seal_vent,250_PS2,EmpiricalFlowProduction,,Midstream/TS/EmissionsData/TS_EF_Centrifugal DrySealVent (OP).csv,ts,no,
Compressors,Rod_packing_large_emitter,250_PS2,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef,no,
Compressors,Comp_wet_seal_large_emitter,250_PS2,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef,no,
Compressors,Comp_emp_wet_seal_vent,250_PS2,EmpiricalFlowProduction,,Midstream/TS/EmissionsData/TS_EF_Centrifugal WetSealVent (OP).csv,ts,no,
Compressors,Comp_single_unit_vent_large_emitter,250_PS2,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Single-Unit Vent Large Emitter.csv,gef,no,
Compressors,Comp_single_unit_vent_leak,250_PS2,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Common Single-Unit Vent.csv,gef,no,
Compressors,Comp_starter_vent_leak,250_PS2,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Starter Vent.csv,gef,no,
,,,,,,,,
Compressors,Comp_blowdown,300_PS2,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS2_VV_300_HP_Stage2_ScaledEFBlowdown.csv,gef_scaled,yes,
Compressors,Rod_packing_vent_nod,300_PS2,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS2_VV_300_HP_Stage2_ScaledEFRodPackingNOD.csv,gef_scaled,yes,
Compressors,Rod_packing_vent_nop,300_PS2,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS2_VV_300_HP_Stage2_ScaledEFRodPackingNOP.csv,gef_scaled,yes,
Compressors,Rod_packing_vent_op,300_PS2,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS2_VV_300_HP_Stage2_ScaledEFRodPackingOP.csv,gef_scaled,yes,
Compressors,Blowdown_event,300_PS2,EmpiricalFlowImmediateProduction,,,,no,
Compressors,Comp_component_leak,300_PS2,LeakProduction,20,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Component.csv,gef,no,
Compressors,Comp_pneumatic,300_PS2,PneumaticEmitterProduction,Common/Allen/Rocky Mountain/Allen_RM_ALLPNM_AF.csv,Common/Allen/Rocky Mountain/Allen_RM_ALLPNM_EF.csv,allen,no,
Compressors,Dry_seal_large_emitter,300_PS2,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef,no,
Compressors,Comp_emp_dry_seal_vent,300_PS2,EmpiricalFlowProduction,,Midstream/TS/EmissionsData/TS_EF_Centrifugal DrySealVent (OP).csv,ts,no,
Compressors,Rod_packing_large_emitter,300_PS2,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef,no,
Compressors,Comp_wet_seal_large_emitter,300_PS2,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef,no,
Compressors,Comp_emp_wet_seal_vent,300_PS2,EmpiricalFlowProduction,,Midstream/TS/EmissionsData/TS_EF_Centrifugal WetSealVent (OP).csv,ts,no,
Compressors,Comp_single_unit_vent_large_emitter,300_PS2,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Single-Unit Vent Large Emitter.csv,gef,no,
Compressors,Comp_single_unit_vent_leak,300_PS2,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Common Single-Unit Vent.csv,gef,no,
Compressors,Comp_starter_vent_leak,300_PS2,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Starter Vent.csv,gef,no,
,,,,,,,,
Compressors,Comp_blowdown,VO_50_PS4,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS4_VO_50_HP_Stage2_ScaledEFBlowdown.csv,gef_scaled,yes,
Compressors,Rod_packing_vent_nod,VO_50_PS4,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS4_VO_50_HP_Stage2_ScaledEFRodPackingNOD.csv,gef_scaled,yes,
Compressors,Rod_packing_vent_nop,VO_50_PS4,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS4_VO_50_HP_Stage2_ScaledEFRodPackingNOP.csv,gef_scaled,yes,
Compressors,Rod_packing_vent_op,VO_50_PS4,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS4_VO_50_HP_Stage2_ScaledEFRodPackingOP.csv,gef_scaled,yes,
Compressors,Blowdown_event,VO_50_PS4,EmpiricalFlowImmediateProduction,,,,no,
Compressors,Comp_component_leak,VO_50_PS4,LeakProduction,20,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Component.csv,gef,no,
Compressors,Comp_pneumatic,VO_50_PS4,PneumaticEmitterProduction,Common/Allen/Rocky Mountain/Allen_RM_ALLPNM_AF.csv,Common/Allen/Rocky Mountain/Allen_RM_ALLPNM_EF.csv,allen,no,
Compressors,Dry_seal_large_emitter,VO_50_PS4,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef,no,
Compressors,Comp_emp_dry_seal_vent,VO_50_PS4,EmpiricalFlowProduction,,Midstream/TS/EmissionsData/TS_EF_Centrifugal DrySealVent (OP).csv,ts,no,
Compressors,Rod_packing_large_emitter,VO_50_PS4,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef,no,
Compressors,Comp_wet_seal_large_emitter,VO_50_PS4,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef,no,
Compressors,Comp_emp_wet_seal_vent,VO_50_PS4,EmpiricalFlowProduction,,Midstream/TS/EmissionsData/TS_EF_Centrifugal WetSealVent (OP).csv,ts,no,
Compressors,Comp_single_unit_vent_large_emitter,VO_50_PS4,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Single-Unit Vent Large Emitter.csv,gef,no,
Compressors,Comp_single_unit_vent_leak,VO_50_PS4,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Common Single-Unit Vent.csv,gef,no,
Compressors,Comp_starter_vent_leak,VO_50_PS4,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Starter Vent.csv,gef,no,
,,,,,,,,
Compressors,Comp_blowdown,VO_100_PS4,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS4_VO_100_HP_Stage2_ScaledEFBlowdown.csv,gef_scaled,yes,
Compressors,Rod_packing_vent_nod,VO_100_PS4,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS4_VO_100_HP_Stage2_ScaledEFRodPackingNOD.csv,gef_scaled,yes,
Compressors,Rod_packing_vent_nop,VO_100_PS4,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS4_VO_100_HP_Stage2_ScaledEFRodPackingNOP.csv,gef_scaled,yes,
Compressors,Rod_packing_vent_op,VO_100_PS4,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS4_VO_100_HP_Stage2_ScaledEFRodPackingOP.csv,gef_scaled,yes,
Compressors,Blowdown_event,VO_100_PS4,EmpiricalFlowImmediateProduction,,,,no,
Compressors,Comp_component_leak,VO_100_PS4,LeakProduction,20,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Component.csv,gef,no,
Compressors,Comp_pneumatic,VO_100_PS4,PneumaticEmitterProduction,Common/Allen/Rocky Mountain/Allen_RM_ALLPNM_AF.csv,Common/Allen/Rocky Mountain/Allen_RM_ALLPNM_EF.csv,allen,no,
Compressors,Dry_seal_large_emitter,VO_100_PS4,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef,no,
Compressors,Comp_emp_dry_seal_vent,VO_100_PS4,EmpiricalFlowProduction,,Midstream/TS/EmissionsData/TS_EF_Centrifugal DrySealVent (OP).csv,ts,no,
Compressors,Rod_packing_large_emitter,VO_100_PS4,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef,no,
Compressors,Comp_wet_seal_large_emitter,VO_100_PS4,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef,no,
Compressors,Comp_emp_wet_seal_vent,VO_100_PS4,EmpiricalFlowProduction,,Midstream/TS/EmissionsData/TS_EF_Centrifugal WetSealVent (OP).csv,ts,no,
Compressors,Comp_single_unit_vent_large_emitter,VO_100_PS4,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Single-Unit Vent Large Emitter.csv,gef,no,
Compressors,Comp_single_unit_vent_leak,VO_100_PS4,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Common Single-Unit Vent.csv,gef,no,
Compressors,Comp_starter_vent_leak,VO_100_PS4,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Starter Vent.csv,gef,no,
,,,,,,,,
Compressors,Comp_blowdown,VO_150_PS4,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS4_VO_150_HP_Stage2_ScaledEFBlowdown.csv,gef_scaled,yes,
Compressors,Rod_packing_vent_nod,VO_150_PS4,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS4_VO_150_HP_Stage2_ScaledEFRodPackingNOD.csv,gef_scaled,yes,
Compressors,Rod_packing_vent_nop,VO_150_PS4,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS4_VO_150_HP_Stage2_ScaledEFRodPackingNOP.csv,gef_scaled,yes,
Compressors,Rod_packing_vent_op,VO_150_PS4,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS4_VO_150_HP_Stage2_ScaledEFRodPackingOP.csv,gef_scaled,yes,
Compressors,Blowdown_event,VO_150_PS4,EmpiricalFlowImmediateProduction,,,,no,
Compressors,Comp_component_leak,VO_150_PS4,LeakProduction,20,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Component.csv,gef,no,
Compressors,Comp_pneumatic,VO_150_PS4,PneumaticEmitterProduction,Common/Allen/Rocky Mountain/Allen_RM_ALLPNM_AF.csv,Common/Allen/Rocky Mountain/Allen_RM_ALLPNM_EF.csv,allen,no,
Compressors,Dry_seal_large_emitter,VO_150_PS4,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef,no,
Compressors,Comp_emp_dry_seal_vent,VO_150_PS4,EmpiricalFlowProduction,,Midstream/TS/EmissionsData/TS_EF_Centrifugal DrySealVent (OP).csv,ts,no,
Compressors,Rod_packing_large_emitter,VO_150_PS4,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef,no,
Compressors,Comp_wet_seal_large_emitter,VO_150_PS4,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef,no,
Compressors,Comp_emp_wet_seal_vent,VO_150_PS4,EmpiricalFlowProduction,,Midstream/TS/EmissionsData/TS_EF_Centrifugal WetSealVent (OP).csv,ts,no,
Compressors,Comp_single_unit_vent_large_emitter,VO_150_PS4,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Single-Unit Vent Large Emitter.csv,gef,no,
Compressors,Comp_single_unit_vent_leak,VO_150_PS4,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Common Single-Unit Vent.csv,gef,no,
