MajorEquipment,emitterModelFactorTag,factorTag,Emitter,activityDistribution,emissionDriver,notes,correctFactors,Unnamed: 8
Compressors,Comp_emp_dry_seal_vent,150_PS8,EmpiricalFlowProduction,,Midstream/TS/EmissionsData/TS_EF_Centrifugal DrySealVent (OP).csv,ts,no,
Compressors,Rod_packing_large_emitter,150_PS8,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef,no,
Compressors,Comp_wet_seal_large_emitter,150_PS8,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef,no,
Compressors,Comp_emp_wet_seal_vent,150_PS8,EmpiricalFlowProduction,,Midstream/TS/EmissionsData/TS_EF_Centrifugal WetSealVent (OP).csv,ts,no,
Compressors,Comp_single_unit_vent_large_emitter,150_PS8,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Single-Unit Vent Large Emitter.csv,gef,no,
Compressors,Comp_single_unit_vent_leak,150_PS8,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Common Single-Unit Vent.csv,gef,no,
Compressors,Comp_starter_vent_leak,150_PS8,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Starter Vent.csv,gef,no,
,,,,,,,,
Compressors,Comp_blowdown,200_PS8,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS8_VP_200_HP_Stage2_ScaledEFBlowdown.csv,gef_scaled,yes,
Compressors,Rod_packing_vent_nod,200_PS8,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS8_VP_200_HP_Stage2_ScaledEFRodPackingNOD.csv,gef_scaled,yes,
Compressors,Rod_packing_vent_nop,200_PS8,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS8_VP_200_HP_Stage2_ScaledEFRodPackingNOP.csv,gef_scaled,yes,
Compressors,Rod_packing_vent_op,200_PS8,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS8_VP_200_HP_Stage2_ScaledEFRodPackingOP.csv,gef_scaled,yes,
Compressors,Blowdown_event,200_PS8,EmpiricalFlowImmediateProduction,,,,no,
Compressors,Comp_component_leak,200_PS8,LeakProduction,20,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Component.csv,gef,no,
Compressors,Comp_pneumatic,200_PS8,PneumaticEmitterProduction,Common/Allen/Rocky Mountain/Allen_RM_ALLPNM_AF.csv,Common/Allen/Rocky Mountain/Allen_RM_ALLPNM_EF.csv,allen,no,
Compressors,Dry_seal_large_emitter,200_PS8,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef,no,
Compressors,Comp_emp_dry_seal_vent,200_PS8,EmpiricalFlowProduction,,Midstream/TS/EmissionsData/TS_EF_Centrifugal DrySealVent (OP).csv,ts,no,
Compressors,Rod_packing_large_emitter,200_PS8,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef,no,
Compressors,Comp_wet_seal_large_emitter,200_PS8,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef,no,
Compressors,Comp_emp_wet_seal_vent,200_PS8,EmpiricalFlowProduction,,Midstream/TS/EmissionsData/TS_EF_Centrifugal WetSealVent (OP).csv,ts,no,
Compressors,Comp_single_unit_vent_large_emitter,200_PS8,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Single-Unit Vent Large Emitter.csv,gef,no,
Compressors,Comp_single_unit_vent_leak,200_PS8,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Common Single-Unit Vent.csv,gef,no,
Compressors,Comp_starter_vent_leak,200_PS8,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Starter Vent.csv,gef,no,
,,,,,,,,
Compressors,Comp_blowdown,250_PS8,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS8_VP_250_HP_Stage2_ScaledEFBlowdown.csv,gef_scaled,yes,
Compressors,Rod_packing_vent_nod,250_PS8,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS8_VP_250_HP_Stage2_ScaledEFRodPackingNOD.csv,gef_scaled,yes,
Compressors,Rod_packing_vent_nop,250_PS8,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS8_VP_250_HP_Stage2_ScaledEFRodPackingNOP.csv,gef_scaled,yes,
Compressors,Rod_packing_vent_op,250_PS8,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS8_VP_250_HP_Stage2_ScaledEFRodPackingOP.csv,gef_scaled,yes,
Compressors,Blowdown_event,250_PS8,EmpiricalFlowImmediateProduction,,,,no,
Compressors,Comp_component_leak,250_PS8,LeakProduction,20,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Component.csv,gef,no,
Compressors,Comp_pneumatic,250_PS8,PneumaticEmitterProduction,Common/Allen/Rocky Mountain/Allen_RM_ALLPNM_AF.csv,Common/Allen/Rocky Mountain/Allen_RM_ALLPNM_EF.csv,allen,no,
Compressors,Dry_seal_large_emitter,250_PS8,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef,no,
Compressors,Comp_emp_dry_seal_vent,250_PS8,EmpiricalFlowProduction,,Midstream/TS/EmissionsData/TS_EF_Centrifugal DrySealVent (OP).csv,ts,no,
Compressors,Rod_packing_large_emitter,250_PS8,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef,no,
Compressors,Comp_wet_seal_large_emitter,250_PS8,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef,no,
Compressors,Comp_emp_wet_seal_vent,250_PS8,EmpiricalFlowProduction,,Midstream/TS/EmissionsData/TS_EF_Centrifugal WetSealVent (OP).csv,ts,no,
Compressors,Comp_single_unit_vent_large_emitter,250_PS8,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Single-Unit Vent Large Emitter.csv,gef,no,
Compressors,Comp_single_unit_vent_leak,250_PS8,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Common Single-Unit Vent.csv,gef,no,
Compressors,Comp_starter_vent_leak,250_PS8,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Starter Vent.csv,gef,no,
,,,,,,,,
Compressors,Comp_blowdown,300_PS8,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS8_VP_300_HP_Stage2_ScaledEFBlowdown.csv,gef_scaled,yes,
Compressors,Rod_packing_vent_nod,300_PS8,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS8_VP_300_HP_Stage2_ScaledEFRodPackingNOD.csv,gef_scaled,yes,
Compressors,Rod_packing_vent_nop,300_PS8,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS8_VP_300_HP_Stage2_ScaledEFRodPackingNOP.csv,gef_scaled,yes,
Compressors,Rod_packing_vent_op,300_PS8,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS8_VP_300_HP_Stage2_ScaledEFRodPackingOP.csv,gef_scaled,yes,
Compressors,Blowdown_event,300_PS8,EmpiricalFlowImmediateProduction,,,,no,
Compressors,Comp_component_leak,300_PS8,LeakProduction,20,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Component.csv,gef,no,
Compressors,Comp_pneumatic,300_PS8,PneumaticEmitterProduction,Common/Allen/Rocky Mountain/Allen_RM_ALLPNM_AF.csv,Common/Allen/Rocky Mountain/Allen_RM_ALLPNM_EF.csv,allen,no,
Compressors,Dry_seal_large_emitter,300_PS8,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef,no,
Compressors,Comp_emp_dry_seal_vent,300_PS8,EmpiricalFlowProduction,,Midstream/TS/EmissionsData/TS_EF_Centrifugal DrySealVent (OP).csv,ts,no,
Compressors,Rod_packing_large_emitter,300_PS8,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef,no,
Compressors,Comp_wet_seal_large_emitter,300_PS8,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef,no,
Compressors,Comp_emp_wet_seal_vent,300_PS8,EmpiricalFlowProduction,,Midstream/TS/EmissionsData/TS_EF_Centrifugal WetSealVent (OP).csv,ts,no,
Compressors,Comp_single_unit_vent_large_emitter,300_PS8,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Single-Unit Vent Large Emitter.csv,gef,no,
Compressors,Comp_single_unit_vent_leak,300_PS8,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Common Single-Unit Vent.csv,gef,no,
Compressors,Comp_starter_vent_leak,300_PS8,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Starter Vent.csv,gef,no,
,,,,,,,,
Compressors,Comp_blowdown,VH_50_PS9_2stages,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS9_VH_100_HP_Stage2_ScaledEFBlowdown.csv,gef_scaled,yes,
Compressors,Rod_packing_vent_nod,VH_50_PS9_2stages,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS9_VH_50_HP_Stage2_ScaledEFRodPackingNOD.csv,gef_scaled,yes,
Compressors,Rod_packing_vent_nop,VH_50_PS9_2stages,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS9_VH_50_HP_Stage2_ScaledEFRodPackingNOP.csv,gef_scaled,yes,
Compressors,Rod_packing_vent_op,VH_50_PS9_2stages,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS9_VH_50_HP_Stage2_ScaledEFRodPackingOP.csv,gef_scaled,yes,
Compressors,Blowdown_event,VH_50_PS9_2stages,EmpiricalFlowImmediateProduction,,,,no,
Compressors,Comp_component_leak,VH_50_PS9_2stages,LeakProduction,20,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Component.csv,gef,no,
Compressors,Comp_pneumatic,VH_50_PS9_2stages,PneumaticEmitterProduction,Common/Allen/Rocky Mountain/Allen_RM_ALLPNM_AF.csv,Common/Allen/Rocky Mountain/Allen_RM_ALLPNM_EF.csv,allen,no,
Compressors,Dry_seal_large_emitter,VH_50_PS9_2stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef,no,
Compressors,Comp_emp_dry_seal_vent,VH_50_PS9_2stages,EmpiricalFlowProduction,,Midstream/TS/EmissionsData/TS_EF_Centrifugal DrySealVent (OP).csv,ts,no,
Compressors,Rod_packing_large_emitter,VH_50_PS9_2stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef,no,
Compressors,Comp_wet_seal_large_emitter,VH_50_PS9_2stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef,no,
Compressors,Comp_emp_wet_seal_vent,VH_50_PS9_2stages,EmpiricalFlowProduction,,Midstream/TS/EmissionsData/TS_EF_Centrifugal WetSealVent (OP).csv,ts,no,
Compressors,Comp_single_unit_vent_large_emitter,VH_50_PS9_2stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Single-Unit Vent Large Emitter.csv,gef,no,
Compressors,Comp_single_unit_vent_leak,VH_50_PS9_2stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Common Single-Unit Vent.csv,gef,no,
Compressors,Comp_starter_vent_leak,VH_50_PS9_2stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Starter Vent.csv,gef,no,
,,,,,,,,
Compressors,Comp_blowdown,VH_50_PS9_3stages,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS9_VH_50_HP_Stage3_ScaledEFBlowdown.csv,gef_scaled,yes,
Compressors,Rod_packing_vent_nod,VH_50_PS9_3stages,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS9_VH_50_HP_Stage3_ScaledEFRodPackingNOD.csv,gef_scaled,yes,
Compressors,Rod_packing_vent_nop,VH_50_PS9_3stages,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS9_VH_50_HP_Stage3_ScaledEFRodPackingNOP.csv,gef_scaled,yes,
Compressors,Rod_packing_vent_op,VH_50_PS9_3stages,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS9_VH_50_HP_Stage3_ScaledEFRodPackingOP.csv,gef_scaled,yes,
Compressors,Blowdown_event,VH_50_PS9_3stages,EmpiricalFlowImmediateProduction,,,,no,
Compressors,Comp_component_leak,VH_50_PS9_3stages,LeakProduction,20,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Component.csv,gef,no,
Compressors,Comp_pneumatic,VH_50_PS9_3stages,PneumaticEmitterProduction,Common/Allen/Rocky Mountain/Allen_RM_ALLPNM_AF.csv,Common/Allen/Rocky Mountain/Allen_RM_ALLPNM_EF.csv,allen,no,
Compressors,Dry_seal_large_emitter,VH_50_PS9_3stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef,no,
Compressors,Comp_emp_dry_seal_vent,VH_50_PS9_3stages,EmpiricalFlowProduction,,Midstream/TS/EmissionsData/TS_EF_Centrifugal DrySealVent (OP).csv,ts,no,
Compressors,Rod_packing_large_emitter,VH_50_PS9_3stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef,no,
Compressors,Comp_wet_seal_large_emitter,VH_50_PS9_3stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef,no,
Compressors,Comp_emp_wet_seal_vent,VH_50_PS9_3stages,EmpiricalFlowProduction,,Midstream/TS/EmissionsData/TS_EF_Centrifugal WetSealVent (OP).csv,ts,no,
Compressors,Comp_single_unit_vent_large_emitter,VH_50_PS9_3stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Single-Unit Vent Large Emitter.csv,gef,no,
Compressors,Comp_single_unit_vent_leak,VH_50_PS9_3stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Common Single-Unit Vent.csv,gef,no,
Compressors,Comp_starter_vent_leak,VH_50_PS9_3stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Starter Vent.csv,gef,no,
,,,,,,,,
Compressors,Comp_blowdown,VH_100_PS9_2stages,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS9_VH_100_HP_Stage2_ScaledEFBlowdown.csv,gef_scaled,yes,
Compressors,Rod_packing_vent_nod,VH_100_PS9_2stages,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS9_VH_100_HP_Stage2_ScaledEFRodPackingNOD.csv,gef_scaled,yes,
Compressors,Rod_packing_vent_nop,VH_100_PS9_2stages,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS9_VH_100_HP_Stage2_ScaledEFRodPackingNOP.csv,gef_scaled,yes,
Compressors,Rod_packing_vent_op,VH_100_PS9_2stages,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS9_VH_100_HP_Stage2_ScaledEFRodPackingOP.csv,gef_scaled,yes,
Compressors,Blowdown_event,VH_100_PS9_2stages,EmpiricalFlowImmediateProduction,,,,no,
Compressors,Comp_component_leak,VH_100_PS9_2stages,LeakProduction,20,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Component.csv,gef,no,
Compressors,Comp_pneumatic,VH_100_PS9_2stages,PneumaticEmitterProduction,Common/Allen/Rocky Mountain/Allen_RM_ALLPNM_AF.csv,Common/Allen/Rocky Mountain/Allen_RM_ALLPNM_EF.csv,allen,no,
Compressors,Dry_seal_large_emitter,VH_100_PS9_2stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef,no,
Compressors,Comp_emp_dry_seal_vent,VH_100_PS9_2stages,EmpiricalFlowProduction,,Midstream/TS/EmissionsData/TS_EF_Centrifugal DrySealVent (OP).csv,ts,no,
Compressors,Rod_packing_large_emitter,VH_100_PS9_2stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef,no,
Compressors,Comp_wet_seal_large_emitter,VH_100_PS9_2stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef,no,
Compressors,Comp_emp_wet_seal_vent,VH_100_PS9_2stages,EmpiricalFlowProduction,,Midstream/TS/EmissionsData/TS_EF_Centrifugal WetSealVent (OP).csv,ts,no,
Compressors,Comp_single_unit_vent_large_emitter,VH_100_PS9_2stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Single-Unit Vent Large Emitter.csv,gef,no,
Compressors,Comp_single_unit_vent_leak,VH_100_PS9_2stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Common Single-Unit Vent.csv,gef,no,
Compressors,Comp_starter_vent_leak,VH_100_PS9_2stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Starter Vent.csv,gef,no,
,,,,,,,,
Compressors,Comp_blowdown,VH_100_PS9_3stages,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS9_VH_100_HP_Stage3_ScaledEFBlowdown.csv,gef_scaled,yes,
Compressors,Rod_packing_vent_nod,VH_100_PS9_3stages,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS9_VH_100_HP_Stage3_ScaledEFRodPackingNOD.csv,gef_scaled,yes,
Compressors,Rod_packing_vent_nop,VH_100_PS9_3stages,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS9_VH_100_HP_Stage3_ScaledEFRodPackingNOP.csv,gef_scaled,yes,
Compressors,Rod_packing_vent_op,VH_100_PS9_3stages,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS9_VH_100_HP_Stage3_ScaledEFRodPackingOP.csv,gef_scaled,yes,
Compressors,Blowdown_event,VH_100_PS9_3stages,EmpiricalFlowImmediateProduction,,,,no,
Compressors,Comp_component_leak,VH_100_PS9_3stages,LeakProduction,20,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Component.csv,gef,no,
Compressors,Comp_pneumatic,VH_100_PS9_3stages,PneumaticEmitterProduction,Common/Allen/Rocky Mountain/Allen_RM_ALLPNM_AF.csv,Common/Allen/Rocky Mountain/Allen_RM_ALLPNM_EF.csv,allen,no,
Compressors,Dry_seal_large_emitter,VH_100_PS9_3stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef,no,
Compressors,Comp_emp_dry_seal_vent,VH_100_PS9_3stages,EmpiricalFlowProduction,,Midstream/TS/EmissionsData/TS_EF_Centrifugal DrySealVent (OP).csv,ts,no,
Compressors,Rod_packing_large_emitter,VH_100_PS9_3stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef,no,
Compressors,Comp_wet_seal_large_emitter,VH_100_PS9_3stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef,no,
Compressors,Comp_emp_wet_seal_vent,VH_100_PS9_3stages,EmpiricalFlowProduction,,Midstream/TS/EmissionsData/TS_EF_Centrifugal WetSealVent (OP).csv,ts,no,
Compressors,Comp_single_unit_vent_large_emitter,VH_100_PS9_3stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Single-Unit Vent Large Emitter.csv,gef,no,
Compressors,Comp_single_unit_vent_leak,VH_100_PS9_3stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Common Single-Unit Vent.csv,gef,no,
Compressors,Comp_starter_vent_leak,VH_100_PS9_3stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Starter Vent.csv,gef,no,
,,,,,,,,
Compressors,Comp_blowdown,VH_150_PS9_2stages,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS9_VH_150_HP_Stage2_ScaledEFBlowdown.csv,gef_scaled,yes,
Compressors,Rod_packing_vent_nod,VH_150_PS9_2stages,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS9_VH_150_HP_Stage2_ScaledEFRodPackingNOD.csv,gef_scaled,yes,
Compressors,Rod_packing_vent_nop,VH_150_PS9_2stages,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS9_VH_150_HP_Stage2_ScaledEFRodPackingNOP.csv,gef_scaled,yes,
Compressors,Rod_packing_vent_op,VH_150_PS9_2stages,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS9_VH_150_HP_Stage2_ScaledEFRodPackingOP.csv,gef_scaled,yes,
Compressors,Blowdown_event,VH_150_PS9_2stages,EmpiricalFlowImmediateProduction,,,,no,
Compressors,Comp_component_leak,VH_150_PS9_2stages,LeakProduction,20,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Component.csv,gef,no,
Compressors,Comp_pneumatic,VH_150_PS9_2stages,PneumaticEmitterProduction,Common/Allen/Rocky Mountain/Allen_RM_ALLPNM_AF.csv,Common/Allen/Rocky Mountain/Allen_RM_ALLPNM_EF.csv,allen,no,
Compressors,Dry_seal_large_emitter,VH_150_PS9_2stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef,no,
Compressors,Comp_emp_dry_seal_vent,VH_150_PS9_2stages,EmpiricalFlowProduction,,Midstream/TS/EmissionsData/TS_EF_Centrifugal DrySealVent (OP).csv,ts,no,
Compressors,Rod_packing_large_emitter,VH_150_PS9_2stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef,no,
Compressors,Comp_wet_seal_large_emitter,VH_150_PS9_2stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef,no,
Compressors,Comp_emp_wet_seal_vent,VH_150_PS9_2stages,EmpiricalFlowProduction,,Midstream/TS/EmissionsData/TS_EF_Centrifugal WetSealVent (OP).csv,ts,no,
Compressors,Comp_single_unit_vent_large_emitter,VH_150_PS9_2stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Single-Unit Vent Large Emitter.csv,gef,no,
Compressors,Comp_single_unit_vent_leak,VH_150_PS9_2stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Common Single-Unit Vent.csv,gef,no,
Compressors,Comp_starter_vent_leak,VH_150_PS9_2stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Starter Vent.csv,gef,no,
,,,,,,,,
Compressors,Comp_blowdown,VH_150_PS9_3stages,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS9_VH_150_HP_Stage3_ScaledEFBlowdown.csv,gef_scaled,yes,
Compressors,Rod_packing_vent_nod,VH_150_PS9_3stages,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS9_VH_150_HP_Stage3_ScaledEFRodPackingNOD.csv,gef_scaled,yes,
Compressors,Rod_packing_vent_nop,VH_150_PS9_3stages,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS9_VH_150_HP_Stage3_ScaledEFRodPackingNOP.csv,gef_scaled,yes,
Compressors,Rod_packing_vent_op,VH_150_PS9_3stages,SpecificLeaksProduction,1,Production/Scaled EF for Small Compressors/PS9_VH_150_HP_Stage3_ScaledEFRodPackingOP.csv,gef_scaled,yes,
Compressors,Blowdown_event,VH_150_PS9_3stages,EmpiricalFlowImmediateProduction,,,,no,
Compressors,Comp_component_leak,VH_150_PS9_3stages,LeakProduction,20,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Component.csv,gef,no,
Compressors,Comp_pneumatic,VH_150_PS9_3stages,PneumaticEmitterProduction,Common/Allen/Rocky Mountain/Allen_RM_ALLPNM_AF.csv,Common/Allen/Rocky Mountain/Allen_RM_ALLPNM_EF.csv,allen,no,
Compressors,Dry_seal_large_emitter,VH_150_PS9_3stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef,no,
Compressors,Comp_emp_dry_seal_vent,VH_150_PS9_3stages,EmpiricalFlowProduction,,Midstream/TS/EmissionsData/TS_EF_Centrifugal DrySealVent (OP).csv,ts,no,
Compressors,Rod_packing_large_emitter,VH_150_PS9_3stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef,no,
Compressors,Comp_wet_seal_large_emitter,VH_150_PS9_3stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Rod Packing Vent Large Emitter.csv,gef,no,
Compressors,Comp_emp_wet_seal_vent,VH_150_PS9_3stages,EmpiricalFlowProduction,,Midstream/TS/EmissionsData/TS_EF_Centrifugal WetSealVent (OP).csv,ts,no,
Compressors,Comp_single_unit_vent_large_emitter,VH_150_PS9_3stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Single-Unit Vent Large Emitter.csv,gef,no,
Compressors,Comp_single_unit_vent_leak,VH_150_PS9_3stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Common Single-Unit Vent.csv,gef,no,
Compressors,Comp_starter_vent_leak,VH_150_PS9_3stages,SpecificLeaksProduction,1,Midstream/GEFCombinedMidstream/EmissionsData/GEFC_EF_Compressor Starter Vent.csv,gef,no,
,,,,,,,,
